2021-12-04 06:01:34,179 INFO {'pc_timestamp': 82.10805773735046, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:48,586 INFO {'pc_timestamp': 1236.514578819275, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:49,271 INFO {'pc_timestamp': 1237.199987411499, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:49,958 INFO {'pc_timestamp': 1237.8861377239227, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:50,643 INFO {'pc_timestamp': 1238.5722029209137, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:51,329 INFO {'pc_timestamp': 1239.2577319145203, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:52,015 INFO {'pc_timestamp': 1239.94322514534, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:52,700 INFO {'pc_timestamp': 1240.6286895275116, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:53,385 INFO {'pc_timestamp': 1241.31414437294, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:54,071 INFO {'pc_timestamp': 1241.999624490738, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:54,757 INFO {'pc_timestamp': 1242.6852850914001, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:55,442 INFO {'pc_timestamp': 1243.3708899021149, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:56,128 INFO {'pc_timestamp': 1244.0567190647125, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:56,814 INFO {'pc_timestamp': 1244.7423057556152, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:57,499 INFO {'pc_timestamp': 1245.4276521205902, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:58,184 INFO {'pc_timestamp': 1246.113158941269, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:58,870 INFO {'pc_timestamp': 1246.798626422882, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:20:59,557 INFO {'pc_timestamp': 1247.485668182373, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:00,244 INFO {'pc_timestamp': 1248.1726741790771, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:00,930 INFO {'pc_timestamp': 1248.8585879802704, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:01,615 INFO {'pc_timestamp': 1249.5441343784332, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:02,301 INFO {'pc_timestamp': 1250.2296390533447, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:02,987 INFO {'pc_timestamp': 1250.915230512619, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:03,672 INFO {'pc_timestamp': 1251.6008710861206, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:04,358 INFO {'pc_timestamp': 1252.2864995002747, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:05,043 INFO {'pc_timestamp': 1252.9718589782715, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:05,729 INFO {'pc_timestamp': 1253.6573750972748, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:06,414 INFO {'pc_timestamp': 1254.3430240154266, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:07,100 INFO {'pc_timestamp': 1255.0285410881042, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:07,785 INFO {'pc_timestamp': 1255.7140724658966, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:08,471 INFO {'pc_timestamp': 1256.3996465206146, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:09,157 INFO {'pc_timestamp': 1257.0853052139282, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:10,034 INFO {'pc_timestamp': 1257.962709903717, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:10,720 INFO {'pc_timestamp': 1258.6486687660217, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:11,406 INFO {'pc_timestamp': 1259.3344433307648, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:12,091 INFO {'pc_timestamp': 1260.020020723343, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:12,777 INFO {'pc_timestamp': 1260.7057387828827, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:13,463 INFO {'pc_timestamp': 1261.391274213791, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:14,148 INFO {'pc_timestamp': 1262.076831817627, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:14,834 INFO {'pc_timestamp': 1262.7623517513275, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:15,519 INFO {'pc_timestamp': 1263.447793006897, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:16,205 INFO {'pc_timestamp': 1264.1334886550903, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:16,892 INFO {'pc_timestamp': 1264.8204357624054, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:17,577 INFO {'pc_timestamp': 1265.5060062408447, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:18,263 INFO {'pc_timestamp': 1266.1914484500885, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:18,948 INFO {'pc_timestamp': 1266.876876592636, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:19,634 INFO {'pc_timestamp': 1267.562640428543, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:20,320 INFO {'pc_timestamp': 1268.2481632232666, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:21,005 INFO {'pc_timestamp': 1268.934176683426, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:21,691 INFO {'pc_timestamp': 1269.6196596622467, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:22,377 INFO {'pc_timestamp': 1270.305231332779, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:23,062 INFO {'pc_timestamp': 1270.9908237457275, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:23,748 INFO {'pc_timestamp': 1271.6764171123505, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:21:24,434 INFO {'pc_timestamp': 1272.3623337745667, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
